Flight Number,Departure Airport,Arrival Airport,Departure Time,Arrival Time,Delay Minutes,Weather Condition,Delay Reason,Airline
UN133,DFW,JFK,2025-03-07 16:00:00,2025-03-07 19:00:00,4,Clear,Weather,United
DE211,ORD,CDG,2025-02-28 02:00:00,2025-02-28 04:00:00,45,Snow,Security,Delta
AM254,ATL,JFK,2025-01-17 17:00:00,2025-01-18 04:00:00,26,Clear,Technical Issue,American Airlines
AI108,SIN,CDG,2025-03-17 21:00:00,2025-03-18 02:00:00,26,Clear,Crew Issues,Air France
LU543,DFW,LHR,2025-02-06 00:00:00,2025-02-06 11:00:00,14,Clear,Technical Issue,Lufthansa
AM946,LHR,CDG,2025-03-13 22:00:00,2025-03-14 09:00:00,14,Clear,Weather,American Airlines
AI397,ORD,LHR,2025-02-02 13:00:00,2025-02-02 15:00:00,25,Clear,Weather,Air France
UN869,DFW,ATL,2025-02-18 13:00:00,2025-02-18 17:00:00,19,Clear,Security,United
DE583,JFK,ORD,2025-01-22 18:00:00,2025-01-23 05:00:00,23,Clear,Weather,Delta
UN230,LAX,ATL,2025-02-22 11:00:00,2025-02-22 22:00:00,149,Fog,Air Traffic,United
LU242,LHR,ATL,2025-02-09 06:00:00,2025-02-09 15:00:00,8,Clear,Technical Issue,Lufthansa
AI635,DFW,AMS,2025-03-14 06:00:00,2025-03-14 16:00:00,29,Clear,Air Traffic,Air France
UN879,DXB,JFK,2025-01-17 12:00:00,2025-01-17 21:00:00,72,Fog,Weather,United
UN896,DFW,ORD,2025-03-20 20:00:00,2025-03-21 07:00:00,26,Clear,Technical Issue,United
LU396,LHR,DXB,2025-03-02 03:00:00,2025-03-02 08:00:00,29,Clear,Weather,Lufthansa
LU985,LHR,LAX,2025-03-30 00:00:00,2025-03-30 07:00:00,62,Heavy Rain,Crew Issues,Lufthansa
AM464,DFW,LHR,2025-01-05 01:00:00,2025-01-05 09:00:00,29,Clear,Technical Issue,American Airlines
EM343,LHR,SIN,2025-03-08 14:00:00,2025-03-08 17:00:00,22,Clear,Weather,Emirates
DE643,CDG,ATL,2025-03-05 19:00:00,2025-03-05 22:00:00,115,Storm,Technical Issue,Delta
UN215,DXB,JFK,2025-03-28 12:00:00,2025-03-28 20:00:00,133,Storm,Security,United
LU713,ORD,SIN,2025-03-20 12:00:00,2025-03-20 23:00:00,12,Clear,Crew Issues,Lufthansa
UN407,JFK,DFW,2025-01-15 13:00:00,2025-01-15 19:00:00,94,Storm,Security,United
UN332,SIN,ATL,2025-01-29 20:00:00,2025-01-30 04:00:00,20,Heavy Rain,Air Traffic,United
LU991,ORD,JFK,2025-01-18 13:00:00,2025-01-18 20:00:00,128,Heavy Rain,Crew Issues,Lufthansa
AM794,ATL,LHR,2025-03-27 13:00:00,2025-03-27 20:00:00,8,Clear,Technical Issue,American Airlines
LU384,LAX,ORD,2025-02-07 22:00:00,2025-02-08 02:00:00,13,Clear,Air Traffic,Lufthansa
AM795,LHR,DFW,2025-03-28 12:00:00,2025-03-28 15:00:00,121,Fog,Weather,American Airlines
EM835,CDG,JFK,2025-03-22 11:00:00,2025-03-22 22:00:00,7,Clear,Air Traffic,Emirates
UN380,ORD,LHR,2025-01-04 11:00:00,2025-01-04 14:00:00,23,Storm,Air Traffic,United
AM295,ATL,CDG,2025-03-15 14:00:00,2025-03-15 16:00:00,24,Clear,Technical Issue,American Airlines
DE626,AMS,JFK,2025-02-24 06:00:00,2025-02-24 16:00:00,13,Snow,Air Traffic,Delta
AI617,DFW,LAX,2025-03-25 07:00:00,2025-03-25 13:00:00,18,Clear,Weather,Air France
DE347,ATL,ORD,2025-01-01 11:00:00,2025-01-01 19:00:00,20,Clear,Security,Delta
AI625,ORD,CDG,2025-01-03 02:00:00,2025-01-03 13:00:00,177,Storm,Technical Issue,Air France
EM391,ORD,CDG,2025-02-08 04:00:00,2025-02-08 08:00:00,126,Storm,Technical Issue,Emirates
LU686,CDG,DXB,2025-01-29 20:00:00,2025-01-30 03:00:00,16,Clear,Security,Lufthansa
DE206,LAX,JFK,2025-01-30 14:00:00,2025-01-30 21:00:00,15,Fog,Weather,Delta
EM966,LAX,DFW,2025-01-27 08:00:00,2025-01-27 14:00:00,30,Heavy Rain,Weather,Emirates
UN514,AMS,DFW,2025-03-03 02:00:00,2025-03-03 09:00:00,63,Snow,Weather,United
UN565,LHR,DXB,2025-02-02 03:00:00,2025-02-02 12:00:00,6,Clear,Technical Issue,United
AM809,JFK,DFW,2025-01-28 15:00:00,2025-01-28 18:00:00,15,Clear,Air Traffic,American Airlines
AM849,JFK,SIN,2025-02-07 12:00:00,2025-02-07 23:00:00,7,Clear,Security,American Airlines
AM337,CDG,LHR,2025-03-15 03:00:00,2025-03-15 13:00:00,26,Clear,Weather,American Airlines
LU770,LAX,DFW,2025-02-19 16:00:00,2025-02-20 03:00:00,8,Clear,Weather,Lufthansa
AM742,DFW,SIN,2025-02-15 12:00:00,2025-02-15 23:00:00,3,Clear,Security,American Airlines
DE358,JFK,SIN,2025-01-01 16:00:00,2025-01-01 19:00:00,21,Clear,Weather,Delta
EM892,LAX,DXB,2025-03-30 01:00:00,2025-03-30 04:00:00,8,Clear,Air Traffic,Emirates
UN631,AMS,SIN,2025-01-09 06:00:00,2025-01-09 17:00:00,15,Clear,Weather,United
LU774,DXB,LHR,2025-01-29 18:00:00,2025-01-29 23:00:00,26,Clear,Weather,Lufthansa
LU565,JFK,CDG,2025-01-22 09:00:00,2025-01-22 17:00:00,1,Clear,Weather,Lufthansa
AM796,CDG,LHR,2025-02-03 03:00:00,2025-02-03 07:00:00,13,Clear,Technical Issue,American Airlines
UN605,JFK,SIN,2025-02-24 01:00:00,2025-02-24 04:00:00,36,Storm,Weather,United
UN740,ORD,DFW,2025-03-15 19:00:00,2025-03-15 22:00:00,26,Heavy Rain,Air Traffic,United
EM565,AMS,LAX,2025-03-25 20:00:00,2025-03-26 02:00:00,20,Clear,Security,Emirates
DE267,ATL,SIN,2025-02-25 12:00:00,2025-02-25 16:00:00,165,Storm,Crew Issues,Delta
LU975,JFK,AMS,2025-03-27 14:00:00,2025-03-27 17:00:00,6,Clear,Weather,Lufthansa
AI165,ATL,AMS,2025-03-06 00:00:00,2025-03-06 08:00:00,79,Heavy Rain,Security,Air France
DE373,DXB,ATL,2025-01-23 21:00:00,2025-01-24 01:00:00,152,Storm,Air Traffic,Delta
UN865,JFK,AMS,2025-03-21 14:00:00,2025-03-22 01:00:00,15,Clear,Weather,United
DE852,DFW,ATL,2025-02-17 20:00:00,2025-02-18 07:00:00,22,Clear,Weather,Delta
LU428,ATL,SIN,2025-01-24 11:00:00,2025-01-24 13:00:00,175,Fog,Technical Issue,Lufthansa
AM205,JFK,LAX,2025-01-14 18:00:00,2025-01-15 02:00:00,96,Storm,Security,American Airlines
AI674,LAX,DFW,2025-01-17 16:00:00,2025-01-18 01:00:00,23,Clear,Security,Air France
LU363,ORD,DXB,2025-02-04 19:00:00,2025-02-05 02:00:00,45,Heavy Rain,Weather,Lufthansa
EM211,LHR,LAX,2025-03-18 07:00:00,2025-03-18 17:00:00,19,Clear,Technical Issue,Emirates
UN554,ATL,LHR,2025-02-05 15:00:00,2025-02-05 23:00:00,12,Clear,Weather,United
UN778,LHR,AMS,2025-02-08 22:00:00,2025-02-09 09:00:00,105,Snow,Crew Issues,United
UN515,SIN,LHR,2025-01-07 04:00:00,2025-01-07 06:00:00,140,Snow,Weather,United
AM233,JFK,LHR,2025-03-20 14:00:00,2025-03-21 00:00:00,39,Heavy Rain,Air Traffic,American Airlines
AI169,DXB,CDG,2025-02-01 12:00:00,2025-02-01 23:00:00,81,Heavy Rain,Weather,Air France
AM359,CDG,SIN,2025-03-02 00:00:00,2025-03-02 10:00:00,31,Fog,Crew Issues,American Airlines
DE968,CDG,LHR,2025-01-29 01:00:00,2025-01-29 07:00:00,147,Storm,Technical Issue,Delta
DE285,SIN,CDG,2025-02-13 22:00:00,2025-02-14 00:00:00,127,Heavy Rain,Air Traffic,Delta
DE439,DXB,ATL,2025-03-18 03:00:00,2025-03-18 11:00:00,8,Clear,Weather,Delta
DE248,ATL,JFK,2025-02-03 20:00:00,2025-02-04 05:00:00,24,Clear,Technical Issue,Delta
EM880,ORD,DFW,2025-01-04 10:00:00,2025-01-04 18:00:00,23,Clear,Air Traffic,Emirates
AI913,SIN,LHR,2025-01-19 18:00:00,2025-01-19 22:00:00,174,Snow,Technical Issue,Air France
AI969,DFW,AMS,2025-02-17 17:00:00,2025-02-17 23:00:00,11,Heavy Rain,Weather,Air France
UN134,LHR,DFW,2025-01-25 03:00:00,2025-01-25 14:00:00,13,Clear,Weather,United
EM455,DXB,JFK,2025-02-01 23:00:00,2025-02-02 08:00:00,29,Clear,Weather,Emirates
AM304,SIN,AMS,2025-03-17 00:00:00,2025-03-17 06:00:00,147,Snow,Security,American Airlines
EM749,CDG,DFW,2025-03-27 17:00:00,2025-03-27 21:00:00,2,Snow,Security,Emirates
LU286,ATL,LAX,2025-03-17 04:00:00,2025-03-17 10:00:00,0,Clear,No Delay,Lufthansa
UN549,DFW,DXB,2025-02-13 11:00:00,2025-02-13 20:00:00,9,Clear,Weather,United
EM556,DXB,ATL,2025-02-20 10:00:00,2025-02-20 12:00:00,68,Heavy Rain,Air Traffic,Emirates
AM106,LHR,DXB,2025-01-20 07:00:00,2025-01-20 14:00:00,27,Clear,Crew Issues,American Airlines
AI419,ATL,CDG,2025-01-05 10:00:00,2025-01-05 13:00:00,15,Clear,Weather,Air France
EM804,LHR,LAX,2025-01-30 21:00:00,2025-01-31 07:00:00,83,Storm,Weather,Emirates
EM270,SIN,ORD,2025-02-09 08:00:00,2025-02-09 19:00:00,68,Heavy Rain,Air Traffic,Emirates
DE867,JFK,LHR,2025-03-03 14:00:00,2025-03-04 01:00:00,136,Snow,Weather,Delta
EM302,LHR,LAX,2025-01-14 05:00:00,2025-01-14 14:00:00,15,Fog,Security,Emirates
AI996,AMS,ORD,2025-01-14 01:00:00,2025-01-14 08:00:00,0,Clear,No Delay,Air France
EM138,DFW,LHR,2025-02-17 11:00:00,2025-02-17 15:00:00,134,Snow,Air Traffic,Emirates
UN934,ORD,DFW,2025-03-22 15:00:00,2025-03-22 19:00:00,116,Snow,Weather,United
UN510,LHR,ATL,2025-03-14 13:00:00,2025-03-14 21:00:00,27,Clear,Technical Issue,United
AM468,AMS,LHR,2025-01-26 21:00:00,2025-01-27 03:00:00,2,Clear,Air Traffic,American Airlines
AI726,LAX,ATL,2025-03-23 23:00:00,2025-03-24 06:00:00,133,Storm,Technical Issue,Air France
DE944,LHR,ORD,2025-01-09 02:00:00,2025-01-09 10:00:00,87,Heavy Rain,Air Traffic,Delta
AM608,CDG,AMS,2025-03-22 06:00:00,2025-03-22 08:00:00,17,Clear,Weather,American Airlines
AI918,ORD,JFK,2025-01-21 20:00:00,2025-01-22 07:00:00,12,Clear,Weather,Air France
DE135,DFW,CDG,2025-02-04 17:00:00,2025-02-04 23:00:00,24,Clear,Weather,Delta
LU517,SIN,DFW,2025-01-18 17:00:00,2025-01-18 19:00:00,1,Clear,Weather,Lufthansa
AI362,ATL,JFK,2025-03-26 09:00:00,2025-03-26 11:00:00,53,Heavy Rain,Air Traffic,Air France
AI222,AMS,SIN,2025-02-19 12:00:00,2025-02-19 23:00:00,26,Clear,Technical Issue,Air France
UN198,ATL,LHR,2025-03-16 05:00:00,2025-03-16 11:00:00,146,Storm,Weather,United
DE621,ATL,AMS,2025-03-24 20:00:00,2025-03-25 05:00:00,1,Clear,Air Traffic,Delta
UN493,LAX,DXB,2025-02-07 10:00:00,2025-02-07 21:00:00,66,Snow,Weather,United
DE940,LAX,AMS,2025-01-21 00:00:00,2025-01-21 04:00:00,63,Storm,Weather,Delta
DE895,AMS,JFK,2025-01-21 06:00:00,2025-01-21 14:00:00,21,Clear,Technical Issue,Delta
AM369,LAX,CDG,2025-02-16 17:00:00,2025-02-17 00:00:00,21,Clear,Technical Issue,American Airlines
AI475,ATL,LHR,2025-01-05 19:00:00,2025-01-06 05:00:00,17,Clear,Weather,Air France
AI825,DXB,ORD,2025-03-31 22:00:00,2025-04-01 06:00:00,126,Snow,Weather,Air France
DE218,ORD,AMS,2025-02-27 04:00:00,2025-02-27 06:00:00,128,Snow,Air Traffic,Delta
DE688,ATL,SIN,2025-01-23 04:00:00,2025-01-23 12:00:00,5,Clear,Crew Issues,Delta
DE848,ATL,DXB,2025-03-05 04:00:00,2025-03-05 10:00:00,25,Clear,Crew Issues,Delta
AM727,DFW,AMS,2025-03-22 22:00:00,2025-03-23 06:00:00,129,Heavy Rain,Security,American Airlines
AI661,JFK,CDG,2025-01-30 02:00:00,2025-01-30 06:00:00,72,Heavy Rain,Technical Issue,Air France
AI283,SIN,JFK,2025-02-26 05:00:00,2025-02-26 15:00:00,0,Clear,No Delay,Air France
DE214,ORD,JFK,2025-01-08 16:00:00,2025-01-09 01:00:00,40,Storm,Air Traffic,Delta
UN391,ATL,AMS,2025-02-23 10:00:00,2025-02-23 15:00:00,37,Snow,Technical Issue,United
AI228,SIN,LHR,2025-01-16 13:00:00,2025-01-16 23:00:00,28,Clear,Weather,Air France
DE377,LHR,JFK,2025-03-04 02:00:00,2025-03-04 04:00:00,20,Clear,Technical Issue,Delta
LU192,AMS,ATL,2025-03-28 22:00:00,2025-03-29 08:00:00,73,Heavy Rain,Technical Issue,Lufthansa
UN492,JFK,LAX,2025-01-10 17:00:00,2025-01-10 20:00:00,21,Storm,Crew Issues,United
DE686,DFW,ATL,2025-03-04 10:00:00,2025-03-04 17:00:00,0,Clear,No Delay,Delta
LU359,CDG,LHR,2025-02-20 01:00:00,2025-02-20 05:00:00,21,Clear,Crew Issues,Lufthansa
UN589,SIN,AMS,2025-02-26 21:00:00,2025-02-27 01:00:00,121,Heavy Rain,Air Traffic,United
EM251,ORD,DXB,2025-03-31 14:00:00,2025-03-31 16:00:00,18,Clear,Weather,Emirates
AI205,AMS,LAX,2025-01-27 19:00:00,2025-01-28 05:00:00,4,Clear,Air Traffic,Air France
UN636,LHR,AMS,2025-02-15 04:00:00,2025-02-15 10:00:00,28,Clear,Technical Issue,United
AI118,CDG,DFW,2025-01-02 21:00:00,2025-01-03 06:00:00,71,Storm,Air Traffic,Air France
DE490,LHR,LAX,2025-02-22 22:00:00,2025-02-23 00:00:00,81,Heavy Rain,Weather,Delta
DE123,ORD,JFK,2025-03-04 23:00:00,2025-03-05 07:00:00,18,Fog,Weather,Delta
AM319,DFW,CDG,2025-03-24 00:00:00,2025-03-24 02:00:00,113,Heavy Rain,Security,American Airlines
DE141,DFW,SIN,2025-01-12 08:00:00,2025-01-12 11:00:00,96,Fog,Weather,Delta
UN321,LAX,CDG,2025-01-31 19:00:00,2025-01-31 22:00:00,31,Snow,Air Traffic,United
DE844,DXB,ATL,2025-01-20 08:00:00,2025-01-20 17:00:00,1,Clear,Security,Delta
UN289,CDG,DFW,2025-01-05 02:00:00,2025-01-05 08:00:00,175,Storm,Crew Issues,United
DE991,ATL,ORD,2025-03-11 00:00:00,2025-03-11 06:00:00,38,Heavy Rain,Air Traffic,Delta
LU455,AMS,LAX,2025-03-29 23:00:00,2025-03-30 01:00:00,0,Clear,No Delay,Lufthansa
EM111,ATL,DXB,2025-03-06 18:00:00,2025-03-06 20:00:00,168,Fog,Security,Emirates
AM853,CDG,JFK,2025-03-10 13:00:00,2025-03-10 16:00:00,34,Storm,Air Traffic,American Airlines
EM279,LAX,DFW,2025-03-20 18:00:00,2025-03-20 22:00:00,146,Storm,Crew Issues,Emirates
DE148,ORD,DFW,2025-03-04 11:00:00,2025-03-04 14:00:00,15,Clear,Weather,Delta
UN737,LAX,SIN,2025-01-05 23:00:00,2025-01-06 06:00:00,164,Snow,Technical Issue,United
LU851,CDG,DXB,2025-03-12 17:00:00,2025-03-12 23:00:00,9,Heavy Rain,Weather,Lufthansa
EM308,CDG,DXB,2025-03-03 05:00:00,2025-03-03 11:00:00,121,Snow,Technical Issue,Emirates
AI719,DXB,JFK,2025-01-12 04:00:00,2025-01-12 12:00:00,19,Clear,Security,Air France
EM222,LAX,DFW,2025-02-05 00:00:00,2025-02-05 03:00:00,92,Heavy Rain,Weather,Emirates
LU431,CDG,AMS,2025-02-04 21:00:00,2025-02-05 05:00:00,21,Clear,Weather,Lufthansa
AM754,ATL,CDG,2025-01-25 17:00:00,2025-01-26 03:00:00,131,Fog,Technical Issue,American Airlines
LU375,AMS,DXB,2025-01-15 14:00:00,2025-01-15 17:00:00,17,Clear,Weather,Lufthansa
UN342,ORD,DXB,2025-01-30 22:00:00,2025-01-31 01:00:00,24,Clear,Technical Issue,United
DE439,CDG,ATL,2025-03-03 01:00:00,2025-03-03 04:00:00,22,Clear,Crew Issues,Delta
AI627,DXB,DFW,2025-01-14 14:00:00,2025-01-14 22:00:00,4,Clear,Air Traffic,Air France
AM280,LHR,AMS,2025-02-14 18:00:00,2025-02-15 05:00:00,29,Clear,Weather,American Airlines
EM210,LHR,CDG,2025-03-21 17:00:00,2025-03-21 23:00:00,3,Clear,Security,Emirates
DE807,ORD,AMS,2025-01-18 11:00:00,2025-01-18 19:00:00,14,Clear,Weather,Delta
LU695,DFW,SIN,2025-02-14 09:00:00,2025-02-14 14:00:00,103,Storm,Air Traffic,Lufthansa
EM834,LHR,DFW,2025-02-01 05:00:00,2025-02-01 16:00:00,28,Clear,Weather,Emirates
UN665,ATL,CDG,2025-03-13 08:00:00,2025-03-13 14:00:00,28,Clear,Crew Issues,United
AM767,SIN,DFW,2025-01-11 18:00:00,2025-01-11 21:00:00,22,Clear,Air Traffic,American Airlines
AM387,ATL,LHR,2025-03-10 16:00:00,2025-03-10 23:00:00,24,Clear,Technical Issue,American Airlines
LU281,DXB,CDG,2025-01-19 20:00:00,2025-01-20 00:00:00,136,Snow,Weather,Lufthansa
AM269,ORD,ATL,2025-03-10 07:00:00,2025-03-10 16:00:00,12,Storm,Air Traffic,American Airlines
DE603,SIN,LAX,2025-03-23 06:00:00,2025-03-23 13:00:00,22,Clear,Security,Delta
DE887,ORD,ATL,2025-01-04 03:00:00,2025-01-04 08:00:00,50,Snow,Air Traffic,Delta
LU749,AMS,ATL,2025-01-27 10:00:00,2025-01-27 14:00:00,7,Clear,Air Traffic,Lufthansa
AI364,JFK,DXB,2025-03-06 19:00:00,2025-03-07 01:00:00,8,Clear,Air Traffic,Air France
EM904,ATL,DXB,2025-02-05 09:00:00,2025-02-05 14:00:00,8,Clear,Technical Issue,Emirates
DE832,AMS,ORD,2025-03-13 09:00:00,2025-03-13 14:00:00,36,Storm,Weather,Delta
EM625,CDG,LHR,2025-01-21 08:00:00,2025-01-21 18:00:00,1,Clear,Weather,Emirates
LU412,JFK,AMS,2025-01-24 17:00:00,2025-01-24 20:00:00,7,Clear,Technical Issue,Lufthansa
DE834,LHR,DXB,2025-02-22 00:00:00,2025-02-22 05:00:00,2,Clear,Security,Delta
AM249,SIN,ATL,2025-02-03 18:00:00,2025-02-03 22:00:00,135,Storm,Technical Issue,American Airlines
EM773,ATL,LHR,2025-03-02 10:00:00,2025-03-02 12:00:00,23,Clear,Weather,Emirates
EM861,AMS,SIN,2025-01-04 01:00:00,2025-01-04 05:00:00,13,Clear,Security,Emirates
AM633,ORD,CDG,2025-01-15 12:00:00,2025-01-15 19:00:00,67,Storm,Security,American Airlines
UN319,ORD,LHR,2025-01-09 01:00:00,2025-01-09 06:00:00,44,Storm,Security,United
AM142,ORD,ATL,2025-01-16 10:00:00,2025-01-16 21:00:00,73,Snow,Weather,American Airlines
EM461,LAX,ATL,2025-02-28 13:00:00,2025-02-28 20:00:00,6,Clear,Air Traffic,Emirates
LU339,AMS,JFK,2025-02-20 16:00:00,2025-02-21 03:00:00,40,Snow,Weather,Lufthansa
UN421,DXB,SIN,2025-01-31 02:00:00,2025-01-31 08:00:00,177,Snow,Weather,United
UN626,CDG,DXB,2025-03-28 22:00:00,2025-03-29 01:00:00,65,Heavy Rain,Technical Issue,United
UN756,CDG,DFW,2025-02-04 04:00:00,2025-02-04 13:00:00,13,Clear,Technical Issue,United
DE722,SIN,CDG,2025-02-09 13:00:00,2025-02-09 21:00:00,0,Clear,No Delay,Delta
AI733,JFK,DFW,2025-02-04 22:00:00,2025-02-05 04:00:00,144,Fog,Air Traffic,Air France
LU443,CDG,LAX,2025-01-01 03:00:00,2025-01-01 07:00:00,4,Clear,Air Traffic,Lufthansa
AM102,ORD,DFW,2025-01-01 06:00:00,2025-01-01 08:00:00,10,Clear,Air Traffic,American Airlines
EM475,AMS,LHR,2025-02-23 10:00:00,2025-02-23 13:00:00,9,Clear,Crew Issues,Emirates
DE150,SIN,AMS,2025-02-16 20:00:00,2025-02-17 01:00:00,20,Clear,Technical Issue,Delta
DE985,ORD,LAX,2025-02-03 05:00:00,2025-02-03 07:00:00,21,Clear,Crew Issues,Delta
AI314,JFK,CDG,2025-01-03 00:00:00,2025-01-03 09:00:00,13,Clear,Weather,Air France
LU800,CDG,AMS,2025-02-23 05:00:00,2025-02-23 11:00:00,17,Clear,Weather,Lufthansa
AM493,DFW,ORD,2025-02-05 22:00:00,2025-02-06 04:00:00,51,Heavy Rain,Technical Issue,American Airlines
UN825,AMS,CDG,2025-01-17 13:00:00,2025-01-17 18:00:00,142,Heavy Rain,Weather,United
EM706,LAX,DFW,2025-03-11 03:00:00,2025-03-11 14:00:00,12,Clear,Weather,Emirates
DE882,ATL,ORD,2025-01-28 02:00:00,2025-01-28 05:00:00,59,Heavy Rain,Technical Issue,Delta
EM258,ORD,SIN,2025-03-09 14:00:00,2025-03-09 18:00:00,16,Clear,Crew Issues,Emirates
AM577,LAX,JFK,2025-01-07 16:00:00,2025-01-07 20:00:00,5,Clear,Weather,American Airlines
LU235,JFK,CDG,2025-01-18 21:00:00,2025-01-19 06:00:00,25,Heavy Rain,Technical Issue,Lufthansa
LU398,DFW,AMS,2025-01-03 22:00:00,2025-01-04 08:00:00,160,Storm,Weather,Lufthansa
UN465,DFW,JFK,2025-03-25 11:00:00,2025-03-25 13:00:00,79,Storm,Air Traffic,United
AI118,DXB,SIN,2025-01-02 16:00:00,2025-01-03 03:00:00,8,Clear,Weather,Air France
UN343,JFK,LAX,2025-03-15 17:00:00,2025-03-16 01:00:00,111,Fog,Weather,United
AI301,LAX,JFK,2025-01-03 14:00:00,2025-01-03 19:00:00,4,Clear,Weather,Air France
AI279,CDG,SIN,2025-02-13 06:00:00,2025-02-13 12:00:00,120,Heavy Rain,Technical Issue,Air France
LU758,DXB,SIN,2025-01-10 15:00:00,2025-01-11 02:00:00,89,Snow,Technical Issue,Lufthansa
LU919,AMS,LHR,2025-01-15 14:00:00,2025-01-15 21:00:00,52,Fog,Crew Issues,Lufthansa
LU277,ORD,DXB,2025-03-25 14:00:00,2025-03-25 19:00:00,88,Snow,Security,Lufthansa
LU284,AMS,DXB,2025-02-28 04:00:00,2025-02-28 11:00:00,7,Clear,Weather,Lufthansa
EM734,DXB,SIN,2025-02-13 14:00:00,2025-02-14 00:00:00,33,Snow,Weather,Emirates
DE397,ATL,LHR,2025-01-21 11:00:00,2025-01-21 13:00:00,25,Clear,Weather,Delta
AI101,LHR,ATL,2025-03-20 15:00:00,2025-03-20 21:00:00,4,Clear,Weather,Air France
DE633,LHR,CDG,2025-03-04 02:00:00,2025-03-04 10:00:00,0,Clear,No Delay,Delta
UN822,DFW,LHR,2025-03-06 20:00:00,2025-03-07 06:00:00,16,Clear,Air Traffic,United
DE412,ATL,CDG,2025-02-23 07:00:00,2025-02-23 17:00:00,22,Clear,Crew Issues,Delta
DE133,ATL,ORD,2025-03-15 13:00:00,2025-03-15 20:00:00,2,Clear,Crew Issues,Delta
AM215,ORD,DXB,2025-01-04 03:00:00,2025-01-04 14:00:00,6,Clear,Air Traffic,American Airlines
EM678,ATL,DXB,2025-03-03 21:00:00,2025-03-04 01:00:00,175,Heavy Rain,Weather,Emirates
EM130,ATL,AMS,2025-02-10 13:00:00,2025-02-10 17:00:00,85,Heavy Rain,Technical Issue,Emirates
UN954,SIN,LAX,2025-01-20 17:00:00,2025-01-21 00:00:00,17,Clear,Weather,United
DE454,JFK,CDG,2025-03-15 20:00:00,2025-03-15 22:00:00,6,Clear,Weather,Delta
AI491,DFW,ATL,2025-01-18 00:00:00,2025-01-18 05:00:00,19,Clear,Crew Issues,Air France
EM125,CDG,DFW,2025-03-17 00:00:00,2025-03-17 10:00:00,169,Storm,Air Traffic,Emirates
AM391,CDG,ORD,2025-02-23 21:00:00,2025-02-24 08:00:00,11,Clear,Weather,American Airlines
AI270,DFW,SIN,2025-02-17 12:00:00,2025-02-17 17:00:00,148,Fog,Air Traffic,Air France
UN101,CDG,DFW,2025-03-22 23:00:00,2025-03-23 09:00:00,177,Heavy Rain,Crew Issues,United
AI498,SIN,ORD,2025-03-13 19:00:00,2025-03-14 03:00:00,18,Clear,Security,Air France
EM702,ORD,LAX,2025-02-23 05:00:00,2025-02-23 07:00:00,13,Clear,Weather,Emirates
LU469,ORD,DXB,2025-01-02 08:00:00,2025-01-02 17:00:00,156,Heavy Rain,Technical Issue,Lufthansa
AI134,LAX,DFW,2025-02-23 20:00:00,2025-02-23 22:00:00,169,Fog,Security,Air France
AI379,ORD,CDG,2025-02-14 12:00:00,2025-02-14 14:00:00,28,Clear,Weather,Air France
UN454,JFK,DFW,2025-03-14 13:00:00,2025-03-14 18:00:00,150,Fog,Weather,United
LU762,LAX,SIN,2025-02-16 16:00:00,2025-02-17 00:00:00,14,Clear,Technical Issue,Lufthansa
EM483,DFW,DXB,2025-02-03 01:00:00,2025-02-03 07:00:00,67,Fog,Crew Issues,Emirates
LU993,CDG,LHR,2025-01-13 00:00:00,2025-01-13 07:00:00,29,Clear,Air Traffic,Lufthansa
DE834,LAX,SIN,2025-03-28 15:00:00,2025-03-28 17:00:00,67,Heavy Rain,Weather,Delta
AI795,AMS,LHR,2025-01-06 23:00:00,2025-01-07 06:00:00,67,Heavy Rain,Air Traffic,Air France
UN703,CDG,LHR,2025-02-20 16:00:00,2025-02-20 22:00:00,110,Snow,Weather,United
AI232,SIN,LAX,2025-03-16 12:00:00,2025-03-16 16:00:00,56,Fog,Weather,Air France
DE852,ORD,ATL,2025-02-24 12:00:00,2025-02-24 18:00:00,5,Clear,Weather,Delta
AI846,CDG,DFW,2025-02-23 21:00:00,2025-02-23 23:00:00,37,Heavy Rain,Crew Issues,Air France
UN564,DXB,AMS,2025-03-05 14:00:00,2025-03-05 21:00:00,15,Clear,Crew Issues,United
UN970,ORD,ATL,2025-02-06 16:00:00,2025-02-07 00:00:00,165,Storm,Weather,United
DE140,ORD,DFW,2025-01-30 10:00:00,2025-01-30 18:00:00,83,Heavy Rain,Air Traffic,Delta
LU184,SIN,AMS,2025-02-03 19:00:00,2025-02-04 05:00:00,129,Fog,Air Traffic,Lufthansa
UN495,CDG,LAX,2025-01-10 08:00:00,2025-01-10 17:00:00,3,Clear,Technical Issue,United
AM269,LAX,CDG,2025-03-25 05:00:00,2025-03-25 11:00:00,1,Clear,Air Traffic,American Airlines
DE556,LAX,DXB,2025-03-29 16:00:00,2025-03-29 18:00:00,49,Fog,Air Traffic,Delta
DE345,ORD,JFK,2025-03-07 07:00:00,2025-03-07 13:00:00,124,Fog,Weather,Delta
AI175,LHR,ATL,2025-01-08 07:00:00,2025-01-08 15:00:00,14,Clear,Security,Air France
UN284,LHR,AMS,2025-02-19 23:00:00,2025-02-20 04:00:00,13,Clear,Weather,United
AI449,ATL,LHR,2025-01-03 02:00:00,2025-01-03 06:00:00,9,Clear,Crew Issues,Air France
UN917,LAX,DXB,2025-02-01 08:00:00,2025-02-01 17:00:00,2,Clear,Weather,United
