flight_number,airline,departure_airport,destination,departure_time,status,delay_minutes,delay_reason,weather_condition
FL9820,Delta,FRA,ATL,2025-04-15 03:35:00,On Time,0,N/A,Fog
FL9737,American Airlines,LHR,YYZ,2025-04-15 04:36:00,On Time,0,N/A,Rain
FL9177,Delta,DXB,ICN,2025-04-15 06:59:00,On Time,0,N/A,Snow
FL8322,American Airlines,HND,PEK,2025-04-15 17:17:00,On Time,0,N/A,Fog
FL7738,British Airways,LAX,DXB,2025-04-15 14:06:00,Delayed,96,Air Traffic Congestion,Snow
FL1094,American Airlines,FRA,SFO,2025-04-15 04:58:00,Delayed,170,Air Traffic Congestion,Snow
FL2665,Emirates,HND,ORD,2025-04-15 00:51:00,On Time,0,N/A,Clear
FL2386,Emirates,LAX,JFK,2025-04-15 03:57:00,On Time,0,N/A,Windy
FL6341,United,ICN,SYD,2025-04-15 17:26:00,On Time,0,N/A,Snow
FL7264,Singapore Airlines,DXB,JFK,2025-04-15 21:39:00,On Time,0,N/A,Clear
FL8019,United,FRA,SYD,2025-04-15 19:13:00,On Time,0,N/A,Storm
FL8601,Delta,CDG,YYZ,2025-04-15 01:25:00,On Time,0,N/A,Rain
FL2388,British Airways,ATL,PEK,2025-04-15 20:05:00,On Time,0,N/A,Fog
FL9547,American Airlines,AMS,FRA,2025-04-15 17:15:00,On Time,0,N/A,Windy
FL9460,Emirates,LHR,DXB,2025-04-15 08:43:00,On Time,0,N/A,Snow
FL3004,Lufthansa,ATL,LAX,2025-04-15 03:40:00,On Time,0,N/A,Fog
FL2687,Emirates,YYZ,DXB,2025-04-15 08:20:00,Delayed,128,Security Issue,Fog
FL3033,Delta,ATL,SIN,2025-04-15 06:03:00,On Time,0,N/A,Storm
FL5008,Delta,SYD,ORD,2025-04-15 20:51:00,On Time,0,N/A,Fog
FL8940,Air France,AMS,ORD,2025-04-15 00:43:00,On Time,0,N/A,Clear
FL2380,Turkish Airlines,SIN,LHR,2025-04-15 09:28:00,On Time,0,N/A,Storm
FL3047,Turkish Airlines,CDG,FRA,2025-04-15 16:50:00,On Time,0,N/A,Fog
FL2273,Air France,SFO,YYZ,2025-04-15 08:51:00,On Time,0,N/A,Rain
FL7922,Turkish Airlines,LHR,SYD,2025-04-15 02:39:00,On Time,0,N/A,Storm
FL2329,American Airlines,SFO,FRA,2025-04-15 23:42:00,On Time,0,N/A,Rain
FL4070,Delta,CDG,AMS,2025-04-15 19:36:00,Delayed,22,Technical Issue,Fog
FL5638,British Airways,ICN,AMS,2025-04-15 20:53:00,On Time,0,N/A,Windy
FL5044,Singapore Airlines,DXB,FRA,2025-04-15 02:51:00,On Time,0,N/A,Snow
FL9577,Turkish Airlines,AMS,LHR,2025-04-15 01:15:00,On Time,0,N/A,Storm
FL9481,United,PEK,SYD,2025-04-15 07:28:00,On Time,0,N/A,Snow
FL3436,United,DXB,ICN,2025-04-15 09:22:00,Delayed,189,Air Traffic Congestion,Storm
FL3282,British Airways,YYZ,HND,2025-04-15 13:01:00,On Time,0,N/A,Storm
FL6387,Emirates,LHR,ICN,2025-04-15 19:26:00,Delayed,160,Crew Shortage,Fog
FL3750,United,AMS,SYD,2025-04-15 09:00:00,Delayed,31,Air Traffic Congestion,Windy
FL7241,United,CDG,ATL,2025-04-15 15:00:00,On Time,0,N/A,Windy
FL8637,Emirates,CDG,PEK,2025-04-15 18:17:00,On Time,0,N/A,Fog
FL3784,American Airlines,YYZ,LAX,2025-04-15 06:20:00,On Time,0,N/A,Fog
FL6291,Qatar Airways,SIN,ICN,2025-04-15 18:34:00,Delayed,264,Air Traffic Congestion,Storm
FL3783,Qatar Airways,FRA,SIN,2025-04-15 14:35:00,On Time,0,N/A,Rain
FL3581,Air France,SYD,DXB,2025-04-15 16:07:00,Delayed,189,Crew Shortage,Snow
FL3011,Singapore Airlines,LHR,CDG,2025-04-15 05:50:00,On Time,0,N/A,Rain
FL6424,Turkish Airlines,ATL,DXB,2025-04-15 14:06:00,Delayed,177,Crew Shortage,Snow
FL3529,British Airways,FRA,ATL,2025-04-15 01:44:00,On Time,0,N/A,Snow
FL3180,Turkish Airlines,CDG,SYD,2025-04-15 06:39:00,On Time,0,N/A,Fog
FL2537,Qatar Airways,PEK,AMS,2025-04-15 08:11:00,On Time,0,N/A,Clear
FL2800,British Airways,AMS,LHR,2025-04-15 16:11:00,On Time,0,N/A,Windy
FL4061,British Airways,LHR,YYZ,2025-04-15 06:01:00,On Time,0,N/A,Clear
FL2316,American Airlines,ORD,ATL,2025-04-15 03:14:00,On Time,0,N/A,Rain
FL4566,United,JFK,SIN,2025-04-15 22:19:00,On Time,0,N/A,Storm
FL7491,Qatar Airways,ATL,HND,2025-04-15 20:55:00,Canceled,0,N/A,Windy
FL7409,Air France,AMS,HND,2025-04-15 19:03:00,On Time,0,N/A,Clear
FL5633,Emirates,AMS,ORD,2025-04-15 15:51:00,Delayed,164,Crew Shortage,Snow
FL8428,American Airlines,JFK,ATL,2025-04-15 10:23:00,On Time,0,N/A,Windy
FL1928,Air France,JFK,LAX,2025-04-15 06:09:00,On Time,0,N/A,Fog
FL1374,Lufthansa,LHR,ICN,2025-04-15 01:16:00,On Time,0,N/A,Clear
FL9591,British Airways,PEK,SIN,2025-04-15 11:00:00,On Time,0,N/A,Storm
FL9246,United,SIN,LHR,2025-04-15 22:07:00,Delayed,224,Weather,Snow
FL9983,Singapore Airlines,ATL,FRA,2025-04-15 03:18:00,On Time,0,N/A,Storm
FL5548,American Airlines,HND,ICN,2025-04-15 17:55:00,On Time,0,N/A,Rain
FL4998,Singapore Airlines,DXB,HND,2025-04-15 21:07:00,Delayed,134,Late Arrival of Aircraft,Storm
FL4328,Lufthansa,ORD,SIN,2025-04-15 14:11:00,On Time,0,N/A,Storm
FL8151,Qatar Airways,SFO,SIN,2025-04-15 00:25:00,On Time,0,N/A,Storm
FL2355,Delta,ICN,YYZ,2025-04-15 09:57:00,On Time,0,N/A,Fog
FL8960,Air France,CDG,LHR,2025-04-15 18:38:00,Delayed,202,Technical Issue,Snow
FL9282,Delta,AMS,SIN,2025-04-15 17:37:00,Delayed,103,Weather,Snow
FL6265,Air France,SFO,ICN,2025-04-15 19:31:00,On Time,0,N/A,Fog
FL4497,British Airways,ICN,ORD,2025-04-15 08:26:00,On Time,0,N/A,Fog
FL6774,Singapore Airlines,FRA,DXB,2025-04-15 10:26:00,Canceled,0,N/A,Fog
FL1645,Air France,CDG,JFK,2025-04-15 22:30:00,On Time,0,N/A,Clear
FL2559,Delta,DXB,LAX,2025-04-15 11:40:00,On Time,0,N/A,Clear
FL6546,Emirates,HND,ICN,2025-04-15 13:31:00,On Time,0,N/A,Rain
FL9909,British Airways,CDG,ICN,2025-04-15 10:35:00,On Time,0,N/A,Clear
FL9887,United,DXB,ICN,2025-04-15 23:55:00,On Time,0,N/A,Windy
FL8067,American Airlines,AMS,YYZ,2025-04-15 22:32:00,On Time,0,N/A,Snow
FL8637,Delta,YYZ,ICN,2025-04-15 03:33:00,Delayed,265,Weather,Storm
FL2004,United,ATL,YYZ,2025-04-15 05:22:00,Canceled,0,N/A,Windy
FL7757,Singapore Airlines,PEK,HND,2025-04-15 12:22:00,On Time,0,N/A,Rain
FL6468,Qatar Airways,YYZ,LAX,2025-04-15 17:16:00,Canceled,0,N/A,Windy
FL1384,American Airlines,PEK,JFK,2025-04-15 23:09:00,On Time,0,N/A,Rain
FL9934,Delta,CDG,JFK,2025-04-15 07:57:00,On Time,0,N/A,Fog
FL9054,British Airways,LHR,PEK,2025-04-15 12:36:00,On Time,0,N/A,Snow
FL3899,Air France,YYZ,LAX,2025-04-15 18:45:00,On Time,0,N/A,Fog
FL6004,American Airlines,SIN,SFO,2025-04-15 09:35:00,Delayed,89,Security Issue,Fog
FL2555,Lufthansa,DXB,PEK,2025-04-15 00:15:00,On Time,0,N/A,Storm
FL6625,Air France,SFO,ICN,2025-04-15 03:49:00,Delayed,62,Air Traffic Congestion,Fog
FL6560,Lufthansa,JFK,ICN,2025-04-15 02:10:00,On Time,0,N/A,Storm
FL4345,American Airlines,ICN,ATL,2025-04-15 16:46:00,On Time,0,N/A,Rain
FL3496,Emirates,LAX,SIN,2025-04-15 09:32:00,On Time,0,N/A,Storm
FL4351,Emirates,YYZ,CDG,2025-04-15 15:09:00,Delayed,90,Air Traffic Congestion,Fog
FL6022,Delta,PEK,AMS,2025-04-15 03:30:00,On Time,0,N/A,Clear
FL5589,American Airlines,CDG,ORD,2025-04-15 23:56:00,On Time,0,N/A,Windy
FL2567,Emirates,ORD,FRA,2025-04-15 17:04:00,Delayed,238,Weather,Storm
FL8266,Singapore Airlines,AMS,SYD,2025-04-15 22:16:00,On Time,0,N/A,Snow
FL6862,Delta,ORD,SFO,2025-04-15 02:36:00,On Time,0,N/A,Clear
FL9780,Delta,YYZ,DXB,2025-04-15 17:01:00,Delayed,164,Late Arrival of Aircraft,Snow
FL1943,Delta,YYZ,LHR,2025-04-15 16:07:00,On Time,0,N/A,Rain
FL1803,British Airways,DXB,HND,2025-04-15 23:02:00,On Time,0,N/A,Fog
FL3971,Air France,DXB,PEK,2025-04-16 19:01:00,On Time,0,N/A,Storm
FL6803,British Airways,JFK,CDG,2025-04-16 18:06:00,Delayed,57,Weather,Windy
FL8764,Emirates,DXB,JFK,2025-04-16 00:00:00,On Time,0,N/A,Windy
FL8638,United,AMS,LHR,2025-04-16 08:59:00,On Time,0,N/A,Clear
FL2239,American Airlines,CDG,PEK,2025-04-16 09:05:00,Delayed,160,Air Traffic Congestion,Snow
FL9007,American Airlines,SFO,HND,2025-04-16 12:39:00,On Time,0,N/A,Storm
FL1464,American Airlines,PEK,HND,2025-04-16 03:16:00,On Time,0,N/A,Fog
FL1183,United,ICN,ATL,2025-04-16 21:11:00,On Time,0,N/A,Rain
FL1348,United,CDG,PEK,2025-04-16 10:41:00,On Time,0,N/A,Fog
FL8114,Turkish Airlines,ICN,ORD,2025-04-16 19:45:00,On Time,0,N/A,Rain
FL2507,Turkish Airlines,ICN,SIN,2025-04-16 06:50:00,Delayed,34,Technical Issue,Storm
FL2958,British Airways,CDG,LAX,2025-04-16 17:59:00,On Time,0,N/A,Storm
FL1956,Turkish Airlines,LHR,SYD,2025-04-16 15:55:00,On Time,0,N/A,Snow
FL5956,Air France,SYD,PEK,2025-04-16 23:01:00,On Time,0,N/A,Windy
FL7055,Emirates,AMS,ICN,2025-04-16 14:47:00,On Time,0,N/A,Snow
FL8690,American Airlines,CDG,JFK,2025-04-16 22:15:00,On Time,0,N/A,Snow
FL5289,Lufthansa,SFO,YYZ,2025-04-16 16:10:00,On Time,0,N/A,Snow
FL6281,Emirates,HND,SYD,2025-04-16 11:06:00,On Time,0,N/A,Rain
FL5535,Delta,DXB,FRA,2025-04-16 00:02:00,Delayed,179,Technical Issue,Storm
FL8872,Air France,JFK,SIN,2025-04-16 22:17:00,On Time,0,N/A,Windy
FL2416,Emirates,SFO,SIN,2025-04-16 03:36:00,On Time,0,N/A,Snow
FL3313,United,YYZ,CDG,2025-04-16 14:53:00,On Time,0,N/A,Storm
FL2303,United,DXB,SYD,2025-04-16 13:19:00,On Time,0,N/A,Fog
FL8291,Singapore Airlines,CDG,SYD,2025-04-16 04:50:00,Delayed,59,Weather,Fog
FL1406,United,JFK,ICN,2025-04-16 21:09:00,On Time,0,N/A,Rain
FL9752,Lufthansa,SYD,LAX,2025-04-16 10:36:00,Delayed,60,Air Traffic Congestion,Storm
FL1884,Delta,HND,SFO,2025-04-16 19:47:00,Delayed,28,Weather,Snow
FL7145,Turkish Airlines,SFO,LHR,2025-04-16 11:06:00,On Time,0,N/A,Storm
FL5051,British Airways,CDG,FRA,2025-04-16 12:27:00,On Time,0,N/A,Clear
FL1345,American Airlines,LAX,YYZ,2025-04-16 08:49:00,On Time,0,N/A,Storm
FL5061,Singapore Airlines,SYD,JFK,2025-04-16 08:54:00,On Time,0,N/A,Clear
FL6818,United,HND,JFK,2025-04-16 03:50:00,Canceled,0,N/A,Clear
FL6346,American Airlines,AMS,ICN,2025-04-16 07:02:00,On Time,0,N/A,Windy
FL9854,American Airlines,AMS,SYD,2025-04-16 22:34:00,On Time,0,N/A,Windy
FL1374,British Airways,AMS,PEK,2025-04-16 05:19:00,On Time,0,N/A,Snow
FL5601,Air France,CDG,JFK,2025-04-16 22:10:00,On Time,0,N/A,Windy
FL8988,Qatar Airways,SIN,SYD,2025-04-16 12:27:00,On Time,0,N/A,Clear
FL2290,Air France,HND,ICN,2025-04-16 17:18:00,On Time,0,N/A,Snow
FL7025,Qatar Airways,DXB,ICN,2025-04-16 01:13:00,On Time,0,N/A,Clear
FL9295,American Airlines,FRA,AMS,2025-04-16 12:58:00,Delayed,27,Weather,Fog
FL8638,British Airways,PEK,SFO,2025-04-16 20:27:00,Delayed,143,Air Traffic Congestion,Fog
FL6002,British Airways,PEK,ICN,2025-04-16 04:51:00,On Time,0,N/A,Snow
FL3507,British Airways,ICN,SIN,2025-04-16 20:17:00,On Time,0,N/A,Fog
FL7395,Emirates,SYD,ATL,2025-04-16 07:50:00,On Time,0,N/A,Snow
FL3432,British Airways,ICN,PEK,2025-04-16 12:50:00,On Time,0,N/A,Storm
FL4576,Delta,PEK,DXB,2025-04-16 03:18:00,On Time,0,N/A,Fog
FL2817,Air France,AMS,CDG,2025-04-16 15:12:00,Canceled,0,N/A,Windy
FL5668,Delta,LHR,ATL,2025-04-16 23:39:00,On Time,0,N/A,Windy
FL8828,American Airlines,CDG,SFO,2025-04-16 22:55:00,On Time,0,N/A,Clear
FL1720,Air France,CDG,ORD,2025-04-16 23:35:00,Delayed,262,Crew Shortage,Storm
FL8032,British Airways,CDG,YYZ,2025-04-16 13:11:00,On Time,0,N/A,Clear
FL8135,Lufthansa,CDG,ORD,2025-04-16 10:24:00,On Time,0,N/A,Windy
FL5260,British Airways,FRA,HND,2025-04-16 18:31:00,On Time,0,N/A,Windy
FL8306,Qatar Airways,SFO,ICN,2025-04-16 19:55:00,Delayed,166,Crew Shortage,Snow
FL4222,Qatar Airways,ATL,ORD,2025-04-16 05:35:00,On Time,0,N/A,Rain
FL2060,Emirates,ATL,AMS,2025-04-16 08:05:00,Canceled,0,N/A,Windy
FL2570,United,JFK,DXB,2025-04-16 08:39:00,On Time,0,N/A,Snow
FL3845,Emirates,ORD,LHR,2025-04-16 18:41:00,On Time,0,N/A,Rain
FL5171,Singapore Airlines,FRA,YYZ,2025-04-16 12:37:00,On Time,0,N/A,Snow
FL8534,Air France,YYZ,DXB,2025-04-16 06:25:00,Delayed,90,Late Arrival of Aircraft,Snow
FL6041,British Airways,DXB,ATL,2025-04-16 18:40:00,Delayed,184,Technical Issue,Fog
FL8095,British Airways,YYZ,ORD,2025-04-16 07:49:00,Delayed,176,Security Issue,Storm
FL4232,Singapore Airlines,CDG,DXB,2025-04-16 18:02:00,On Time,0,N/A,Snow
FL8774,American Airlines,SYD,PEK,2025-04-16 06:34:00,Delayed,274,Security Issue,Fog
FL2717,Singapore Airlines,LHR,HND,2025-04-16 12:17:00,On Time,0,N/A,Windy
FL4450,British Airways,AMS,CDG,2025-04-16 19:25:00,Delayed,132,Crew Shortage,Storm
FL8462,British Airways,ORD,LAX,2025-04-16 04:38:00,Delayed,279,Air Traffic Congestion,Storm
FL2294,Lufthansa,HND,YYZ,2025-04-16 11:40:00,On Time,0,N/A,Storm
FL8121,American Airlines,SFO,AMS,2025-04-16 20:54:00,On Time,0,N/A,Clear
FL1824,Emirates,SIN,LHR,2025-04-16 13:23:00,On Time,0,N/A,Snow
FL8524,Turkish Airlines,AMS,SYD,2025-04-16 06:07:00,On Time,0,N/A,Rain
FL2090,United,ICN,YYZ,2025-04-16 04:04:00,On Time,0,N/A,Fog
FL2705,United,PEK,CDG,2025-04-16 20:29:00,On Time,0,N/A,Snow
FL5216,Turkish Airlines,DXB,LHR,2025-04-16 21:56:00,On Time,0,N/A,Windy
FL5684,Qatar Airways,ORD,AMS,2025-04-16 07:26:00,On Time,0,N/A,Windy
FL1957,Singapore Airlines,PEK,ICN,2025-04-16 05:35:00,On Time,0,N/A,Fog
FL5660,Emirates,LAX,ORD,2025-04-16 18:56:00,Canceled,0,N/A,Rain
FL8577,Singapore Airlines,PEK,ICN,2025-04-16 09:53:00,On Time,0,N/A,Windy
FL2254,Lufthansa,CDG,HND,2025-04-16 20:48:00,On Time,0,N/A,Storm
FL7962,Qatar Airways,SYD,YYZ,2025-04-16 23:46:00,Canceled,0,N/A,Snow
FL2287,Air France,SYD,DXB,2025-04-16 13:29:00,On Time,0,N/A,Storm
FL6516,American Airlines,JFK,PEK,2025-04-16 06:01:00,On Time,0,N/A,Snow
FL7126,Turkish Airlines,SIN,DXB,2025-04-16 13:00:00,On Time,0,N/A,Clear
FL3964,Qatar Airways,ORD,ATL,2025-04-16 05:48:00,On Time,0,N/A,Windy
FL1348,Turkish Airlines,LHR,CDG,2025-04-16 01:48:00,On Time,0,N/A,Clear
FL4553,Qatar Airways,DXB,SFO,2025-04-16 23:49:00,Delayed,277,Air Traffic Congestion,Snow
FL5841,Lufthansa,PEK,LHR,2025-04-16 09:27:00,Delayed,170,Technical Issue,Fog
FL1228,Delta,AMS,FRA,2025-04-16 08:33:00,On Time,0,N/A,Fog
FL1197,Delta,SIN,ICN,2025-04-16 11:29:00,Canceled,0,N/A,Fog
FL5217,Singapore Airlines,ORD,ICN,2025-04-16 04:39:00,Delayed,109,Security Issue,Fog
FL5411,United,LHR,ICN,2025-04-16 17:50:00,On Time,0,N/A,Clear
FL1370,United,AMS,LAX,2025-04-16 17:35:00,On Time,0,N/A,Windy
FL1879,British Airways,FRA,PEK,2025-04-16 10:48:00,On Time,0,N/A,Fog
FL9575,American Airlines,SIN,AMS,2025-04-16 16:46:00,Delayed,224,Late Arrival of Aircraft,Fog
FL8601,Singapore Airlines,LAX,ICN,2025-04-16 04:56:00,On Time,0,N/A,Storm
FL1880,British Airways,LAX,SIN,2025-04-16 03:21:00,On Time,0,N/A,Storm
FL9690,American Airlines,ORD,SYD,2025-04-16 10:50:00,Delayed,114,Crew Shortage,Snow
FL8620,Lufthansa,LHR,HND,2025-04-16 11:23:00,On Time,0,N/A,Clear
FL9596,Delta,ORD,CDG,2025-04-16 20:40:00,On Time,0,N/A,Snow
FL7643,Singapore Airlines,CDG,SIN,2025-04-16 23:41:00,On Time,0,N/A,Windy
FL2960,Lufthansa,YYZ,PEK,2025-04-16 10:17:00,On Time,0,N/A,Storm
FL1696,Qatar Airways,PEK,ORD,2025-04-16 02:02:00,On Time,0,N/A,Snow
FL5026,Turkish Airlines,YYZ,FRA,2025-04-16 17:24:00,Delayed,61,Air Traffic Congestion,Snow
FL1913,Lufthansa,JFK,SIN,2025-04-16 11:58:00,On Time,0,N/A,Snow
FL3678,British Airways,HND,SIN,2025-04-16 23:09:00,On Time,0,N/A,Storm
FL1016,Delta,SFO,AMS,2025-04-16 09:32:00,On Time,0,N/A,Snow
FL5590,Delta,ORD,SFO,2025-04-16 02:29:00,On Time,0,N/A,Storm
FL4544,Air France,ICN,ATL,2025-04-16 02:03:00,On Time,0,N/A,Clear
FL5496,Turkish Airlines,ORD,LHR,2025-04-16 13:00:00,On Time,0,N/A,Fog
FL8511,American Airlines,ATL,SIN,2025-04-16 21:03:00,On Time,0,N/A,Rain
FL5810,Emirates,ATL,JFK,2025-04-16 00:55:00,On Time,0,N/A,Rain
FL6954,United,YYZ,PEK,2025-04-16 03:46:00,Delayed,119,Crew Shortage,Fog
FL2088,Air France,SYD,AMS,2025-04-16 02:59:00,Delayed,81,Weather,Fog
FL3257,United,SYD,ORD,2025-04-16 22:45:00,On Time,0,N/A,Rain
FL7003,United,JFK,PEK,2025-04-16 12:57:00,Canceled,0,N/A,Storm
FL4409,Turkish Airlines,ATL,ICN,2025-04-16 16:10:00,On Time,0,N/A,Fog
FL4215,Turkish Airlines,PEK,LHR,2025-04-16 00:32:00,On Time,0,N/A,Clear
FL9671,Turkish Airlines,ATL,SFO,2025-04-16 21:03:00,On Time,0,N/A,Windy
FL8948,Singapore Airlines,YYZ,LHR,2025-04-16 07:53:00,On Time,0,N/A,Snow
FL3453,Emirates,JFK,HND,2025-04-16 21:55:00,On Time,0,N/A,Storm
FL8404,Singapore Airlines,ATL,FRA,2025-04-17 22:10:00,On Time,0,N/A,Rain
FL1566,Air France,AMS,DXB,2025-04-17 19:42:00,Delayed,81,Late Arrival of Aircraft,Storm
FL8882,Singapore Airlines,JFK,HND,2025-04-17 17:20:00,On Time,0,N/A,Clear
FL9521,Singapore Airlines,ORD,PEK,2025-04-17 05:39:00,On Time,0,N/A,Snow
FL6380,Delta,AMS,ATL,2025-04-17 06:13:00,On Time,0,N/A,Storm
FL7131,Turkish Airlines,CDG,FRA,2025-04-17 04:42:00,On Time,0,N/A,Clear
FL9461,Delta,ICN,LHR,2025-04-17 21:21:00,On Time,0,N/A,Snow
FL2105,Turkish Airlines,SFO,DXB,2025-04-17 19:49:00,Delayed,220,Crew Shortage,Storm
FL5841,Qatar Airways,ICN,AMS,2025-04-17 10:22:00,On Time,0,N/A,Clear
FL4998,United,JFK,DXB,2025-04-17 00:20:00,On Time,0,N/A,Fog
FL2155,Turkish Airlines,ATL,JFK,2025-04-17 21:43:00,On Time,0,N/A,Windy
FL4526,Turkish Airlines,SYD,SFO,2025-04-17 06:10:00,On Time,0,N/A,Rain
FL2746,Lufthansa,HND,LAX,2025-04-17 23:26:00,On Time,0,N/A,Snow
FL3752,British Airways,DXB,FRA,2025-04-17 21:10:00,On Time,0,N/A,Windy
FL8767,British Airways,LAX,SFO,2025-04-17 12:46:00,Delayed,94,Crew Shortage,Snow
FL9834,Lufthansa,ORD,SIN,2025-04-17 17:55:00,On Time,0,N/A,Windy
FL7947,Delta,AMS,SFO,2025-04-17 14:21:00,On Time,0,N/A,Windy
FL5277,Delta,YYZ,ORD,2025-04-17 08:49:00,On Time,0,N/A,Fog
FL7691,Turkish Airlines,CDG,ORD,2025-04-17 15:25:00,On Time,0,N/A,Storm
FL2622,British Airways,ICN,SFO,2025-04-17 08:50:00,On Time,0,N/A,Fog
FL2740,Emirates,JFK,YYZ,2025-04-17 00:20:00,On Time,0,N/A,Storm
FL7083,Emirates,AMS,LAX,2025-04-17 17:50:00,On Time,0,N/A,Rain
FL1769,Qatar Airways,ICN,SYD,2025-04-17 13:11:00,Delayed,215,Late Arrival of Aircraft,Snow
FL9763,United,CDG,YYZ,2025-04-17 08:31:00,On Time,0,N/A,Snow
FL6309,Turkish Airlines,FRA,ICN,2025-04-17 18:56:00,Delayed,26,Crew Shortage,Fog
FL5438,Turkish Airlines,FRA,SFO,2025-04-17 22:29:00,On Time,0,N/A,Clear
FL1149,Singapore Airlines,ATL,DXB,2025-04-17 10:32:00,Delayed,1,Weather,Snow
FL2076,Qatar Airways,SYD,AMS,2025-04-17 19:12:00,Delayed,143,Technical Issue,Snow
FL9377,Lufthansa,CDG,DXB,2025-04-17 08:46:00,On Time,0,N/A,Windy
FL6311,Emirates,LAX,SIN,2025-04-17 23:34:00,On Time,0,N/A,Windy
FL2420,Delta,FRA,SIN,2025-04-17 09:50:00,On Time,0,N/A,Fog
FL5289,Delta,ORD,SYD,2025-04-17 11:54:00,On Time,0,N/A,Fog
FL4455,American Airlines,FRA,LHR,2025-04-17 14:31:00,On Time,0,N/A,Clear
FL1539,Lufthansa,SYD,YYZ,2025-04-17 22:20:00,On Time,0,N/A,Rain
FL3652,British Airways,FRA,SIN,2025-04-17 01:44:00,On Time,0,N/A,Fog
FL9687,Turkish Airlines,HND,DXB,2025-04-17 04:48:00,On Time,0,N/A,Fog
FL3639,British Airways,SIN,ORD,2025-04-17 19:26:00,Canceled,0,N/A,Snow
FL9852,Emirates,CDG,FRA,2025-04-17 14:41:00,On Time,0,N/A,Fog
FL9624,United,LHR,SIN,2025-04-17 11:34:00,On Time,0,N/A,Storm
FL3082,British Airways,AMS,ICN,2025-04-17 18:33:00,On Time,0,N/A,Windy
FL9150,Lufthansa,ORD,YYZ,2025-04-17 10:17:00,On Time,0,N/A,Storm
FL5394,United,HND,JFK,2025-04-17 02:16:00,On Time,0,N/A,Storm
FL9076,Emirates,CDG,DXB,2025-04-17 13:33:00,On Time,0,N/A,Windy
FL6619,Delta,ORD,CDG,2025-04-17 22:25:00,Canceled,0,N/A,Windy
FL2104,Emirates,AMS,SFO,2025-04-17 03:07:00,On Time,0,N/A,Snow
FL6321,Turkish Airlines,DXB,LAX,2025-04-17 22:03:00,Delayed,265,Air Traffic Congestion,Snow
FL1270,Qatar Airways,LAX,ICN,2025-04-17 03:45:00,On Time,0,N/A,Snow
FL5420,Qatar Airways,ICN,FRA,2025-04-17 08:32:00,On Time,0,N/A,Fog
FL4050,Turkish Airlines,HND,LAX,2025-04-17 15:10:00,On Time,0,N/A,Fog
FL4181,United,CDG,ATL,2025-04-17 23:22:00,On Time,0,N/A,Snow
FL8379,Qatar Airways,PEK,LHR,2025-04-17 16:34:00,On Time,0,N/A,Fog
FL8022,United,JFK,CDG,2025-04-17 18:31:00,On Time,0,N/A,Clear
FL5196,Qatar Airways,SIN,ATL,2025-04-17 05:15:00,On Time,0,N/A,Snow
FL2678,British Airways,ORD,ATL,2025-04-17 12:55:00,On Time,0,N/A,Storm
FL4169,Delta,SYD,LAX,2025-04-17 11:56:00,On Time,0,N/A,Clear
FL6416,Lufthansa,HND,ICN,2025-04-17 19:24:00,On Time,0,N/A,Storm
FL8181,American Airlines,SFO,ICN,2025-04-17 04:46:00,On Time,0,N/A,Snow
FL7766,Delta,YYZ,ORD,2025-04-17 16:17:00,On Time,0,N/A,Storm
FL9383,United,LAX,SFO,2025-04-17 18:13:00,On Time,0,N/A,Fog
FL6440,Turkish Airlines,DXB,SFO,2025-04-17 08:23:00,Delayed,77,Crew Shortage,Snow
FL4140,Qatar Airways,AMS,FRA,2025-04-17 23:35:00,Delayed,58,Weather,Snow
FL2781,Emirates,ATL,FRA,2025-04-17 18:07:00,On Time,0,N/A,Clear
FL1943,Delta,AMS,YYZ,2025-04-17 06:19:00,On Time,0,N/A,Rain
FL3589,Turkish Airlines,LAX,ORD,2025-04-17 01:50:00,On Time,0,N/A,Fog
FL4038,United,FRA,LAX,2025-04-17 05:51:00,Canceled,0,N/A,Windy
FL6060,Emirates,SYD,YYZ,2025-04-17 20:27:00,On Time,0,N/A,Snow
FL6244,Turkish Airlines,LAX,LHR,2025-04-17 10:02:00,On Time,0,N/A,Windy
FL5511,Emirates,ORD,ATL,2025-04-17 20:25:00,On Time,0,N/A,Snow
FL3146,Emirates,ICN,JFK,2025-04-17 10:37:00,On Time,0,N/A,Windy
FL4050,Lufthansa,YYZ,DXB,2025-04-17 02:48:00,On Time,0,N/A,Storm
FL6227,United,ICN,LAX,2025-04-17 11:34:00,On Time,0,N/A,Fog
FL5936,British Airways,ICN,LHR,2025-04-17 00:43:00,On Time,0,N/A,Clear
FL6443,United,FRA,SFO,2025-04-17 07:30:00,On Time,0,N/A,Snow
FL3854,American Airlines,AMS,LHR,2025-04-17 08:58:00,On Time,0,N/A,Fog
FL1752,American Airlines,SIN,CDG,2025-04-17 03:54:00,On Time,0,N/A,Fog
FL9715,Delta,SYD,HND,2025-04-17 06:06:00,Canceled,0,N/A,Rain
FL2663,United,PEK,YYZ,2025-04-17 00:16:00,On Time,0,N/A,Clear
FL5274,Qatar Airways,DXB,PEK,2025-04-17 03:11:00,On Time,0,N/A,Rain
FL9390,Delta,YYZ,FRA,2025-04-17 05:40:00,On Time,0,N/A,Snow
FL2925,British Airways,SFO,JFK,2025-04-17 11:12:00,On Time,0,N/A,Snow
FL4696,Singapore Airlines,AMS,SIN,2025-04-17 09:57:00,On Time,0,N/A,Rain
